0.1735	0.1751	because
0.1076	0.1501	had
0.0428	0.0252	none
0.0428	0.0315	interested
0.2989	0.0712	click
0.5078	0.7148	on
0.1243	0.07	link
0.0418	0.0288	provided
0.0125	0.0122	dont
0.0042	0.0024	regret
0.3699	0.4745	at
0.0585	0.1089	did
0.0731	0.1997	am
0.1024	0.138	very
0.0303	0.0237	happy
0.0303	0.0638	enough
0.0073	0.0178	recommend
0.1003	0.1439	system
0.5089	0.7285	is
0.0397	0.051	true
0.0387	0.0318	word
0.0209	0.046	mean
0.0293	0.0154	absolutely
0.3083	0.2908	no
0.0282	0.0288	join
0.2644	0.2641	only
0.3824	0.4409	if
0.1358	0.1573	make
0.2006	0.2193	also
0.2571	0.297	get
0.0324	0.0166	track
0.0418	0.0318	results
0.2487	0.2436	time
0.0157	0.0086	efforts
0.0188	0.0047	instantly
0.0094	0.0237	updated
0.0376	0.0285	daily
0.0324	0.0347	especially
0.0021	0.005	liked
0.0219	0.0531	idea
0.07	0.0439	personal
0.0721	0.0457	control
0.0543	0.0706	real
0.0042	0.0021	staying
0.0104	0.0039	informed
0.0251	0.0065	statistics
0.0167	0.0493	quite
0.0784	0.0451	simply
0.1672	0.1294	most
0.0031	0.0047	logical
0.0199	0.0139	opened
0.0157	0.0083	fair
0.0617	0.0513	others
0.0031	0.003	ive
0.0585	0.0472	seen
0.0982	0.1119	before
0.0627	0.1208	why
0.0637	0.0688	start
0.0209	0.0377	specific
0.0115	0.0089	facts
0.1306	0.1671	need
0.0104	0.0122	seriously
0.0136	0.0211	consider
0.1369	0.1086	right
0.0021	0.0003	teasing
0.0188	0.0068	grand
0.0031	0.0003	testimonies
0.0031	0.0027	kidding
0.1944	0.3128	just
0.0115	0.0089	unlike
0.0439	0.0231	programs
0.0815	0.0789	give
0.1829	0.154	their
0.0136	0.008	overall
0.0397	0.0211	plan
0.1641	0.1546	first
0.0021	0.003	forking
0.1735	0.1291	over
0.0136	0.0104	worst
0.0313	0.0605	yet
0.0052	0.0009	joining
0.0178	0.0163	finding
0.2832	0.2706	out
0.0491	0.0169	late
0.0063	0.0021	wasting
0.0334	0.008	valuable
0.0125	0.0795	trying
0.0157	0.0199	figure
0.1149	0.1579	them
0.0021	0.003	straightforward
0.0021	0.0018	informative
0.023	0.0092	providing
0.1066	0.1134	two
0.0272	0.0849	things
0.047	0.1261	really
0.092	0.0576	must
0.0805	0.1935	know
0.0021	0.0027	whats
0.1296	0.2273	how
0.0961	0.195	does
0.1202	0.1843	work
0.1829	0.1389	these
0.0125	0.0104	ultimate
0.0502	0.0255	deal
0.0084	0.0033	makers
0.0021	0.0003	breakers
0.4514	0.53	be
0.0387	0.0231	immediately
0.0031	0.0009	disclosed
0.1055	0.1415	well
0.0021	0.0024	discovering
0.0073	0.0819	maybe
0.1588	0.1573	want
0.255	0.3564	do
0.0021	0.0024	hooked
0.2685	0.2326	now
0.0063	0.0053	locked
0.1546	0.1718	into
0.0042	0.0047	frustrating
0.0199	0.0077	battle
0.0982	0.1175	back
0.1108	0.0632	call
0.0063	0.0015	platinum
0.0209	0.0261	choice
0.0073	0.0062	stands
0.0199	0.0154	alone
0.0282	0.0056	superior
0.0178	0.011	totally
0.0533	0.0864	different
0.024	0.0172	previously
0.0031	0.0036	misleading
0.0021	0.0065	hook
0.0167	0.0074	promise
0.0031	0.0006	lofty
0.0084	0.0012	mega
0.0021	0.0003	jackpots
0.1881	0.4872	but
0.1108	0.0979	line
0.0972	0.0872	own
0.0042	0.0012	pockets
0.0021	0.0009	youve
0.0063	0.0098	headlines
0.1066	0.0866	every
0.0596	0.0516	week
0.0021	0.0119	yeah
0.3563	0.5513	not
0.0303	0.011	millions
0.046	0.0407	whole
0.0303	0.0834	thing
0.0376	0.0113	launched
0.0627	0.0982	few
0.0324	0.0214	weeks
0.0167	0.0507	ago
0.1641	0.1798	than
0.0136	0.0045	earnings
0.0366	0.0555	far
0.0313	0.0558	tell
0.0031	0.0015	wouldnt
0.0502	0.0715	able
0.0303	0.07	anything
0.0209	0.0128	corporate
0.1432	0.1469	help
0.1985	0.2864	which
0.0021	0.0009	unusually
0.0052	0.0012	thorough
0.0063	0.0036	timely
0.0021	0.0006	motivating
0.1452	0.1893	see
0.0366	0.019	action
0.0512	0.0258	yourself
0.2497	0.2599	up
0.0293	0.027	mind
0.1421	0.1199	go
0.1118	0.0629	site
0.0648	0.0166	fill
0.1484	0.0442	form
0.0502	0.0368	soon
0.3124	0.4282	can
0.3312	0.3107	will
0.0397	0.0234	minutes
0.0376	0.0187	ready
0.0397	0.0433	whether
0.0042	0.0095	decent
0.0031	0.0003	internets
0.0052	0.0012	explosive
0.0345	0.0148	potential
0.0219	0.0208	fully
0.0031	0.0125	loaded
0.0366	0.0899	hi
0.0146	0.0712	tech
0.0763	0.0967	software
0.0679	0.0208	members
0.0658	0.0748	support
0.1129	0.1653	even
0.0042	0.0009	protective
0.0021	0.0006	safeguards
0.0627	0.0309	questions
0.0815	0.1727	could
0.1881	0.2656	like
0.0115	0.0068	helping
0.0303	0.0267	finally
0.0742	0.0318	pay
0.0564	0.0641	keep
0.0899	0.1315	good
0.0063	0.0145	luck
0.0794	0.0217	href
0.0031	0.0065	ben
0.0115	0.0098	green
0.1181	0.0795	p
0.3939	0.5392	s
0.0073	0.0116	pop
0.3187	0.4427	email
0.0021	0.0003	ofered
0.0063	0.0015	webcam
0.0219	0.03	wanted
0.0021	0.0027	wanna
0.0073	0.0012	sexually
0.0042	0.0092	curious
0.0052	0.0012	teens
0.0146	0.019	playing
0.0951	0.0709	each
0.0084	0.0003	horny
0.0042	0.0001	girlfriends
0.0188	0.0125	waiting
0.3521	0.2223	we
0.0042	0.0033	eating
0.4995	0.1409	our
0.001	0.0003	dormitory
0.0084	0.0024	ur
0.0376	0.032	reading
0.0021	0.0009	inbetween
0.0063	0.0059	classes
0.0324	0.0608	course
0.001	0.0001	wink
0.0063	0.0059	baby
0.001	0.0001	veronica
0.001	0.0001	mcmfkhcpedgetqj
0.1243	0.6291	re
0.0261	0.0193	manage
0.0125	0.0282	multiple
0.0073	0.0113	connections
0.1755	0.1282	plain
0.2727	0.1451	us
0.0261	0.0398	ascii
0.0084	0.0228	disposition
0.0272	0.027	inline
0.1108	0.0807	quoted
0.1087	0.0774	printable
0.0084	0.0347	sat
0.2121	0.2249	may
0.0005	0.024	merciadri
0.0005	0.024	luca
0.0167	0.4234	wrote
0.0334	0.0846	case
0.0073	0.0128	meant
0.0063	0.003	combine
0.0408	0.0582	network
0.0031	0.0089	ports
0.0909	0.1445	same
0.0658	0.0593	computer
0.0094	0.0113	connected
0.001	0.0252	switch
0.0073	0.0119	description
0.024	0.0386	says
0.2257	0.2172	d
0.0167	0.1585	linux
0.001	0.0009	bonding
0.0073	0.0392	driver
0.023	0.0211	provides
0.0251	0.0258	method
0.0005	0.0003	aggregating
0.0005	0.0068	interfaces
0.0408	0.0436	single
0.0005	0.0009	bonded
0.0157	0.0071	strictly
0.0094	0.0107	speaking
0.139	0.322	what
0.0021	0.0021	interpretation
0.0125	0.0899	seems
0.0846	0.0703	based
0.0063	0.0095	definition
0.0005	0.0003	aggregation
0.0073	0.0086	familiar
0.001	0.0136	basically
0.0005	0.0039	merge
0.047	0.07	least
0.001	0.0006	divide
0.1714	0.2932	use
0.0042	0.0036	separately
0.3062	0.3662	an
0.0784	0.0543	easy
0.0084	0.0092	rare
0.0251	0.0249	situation
0.3218	0.1914	e
0.0909	0.0772	g
0.0376	0.105	might
0.0005	0.0009	wandering
0.0094	0.0056	zone
0.1045	0.1347	where
0.0005	0.0033	wifi
0.0303	0.0288	sometimes
0.001	0.0027	unavailable
0.0439	0.0923	say
0.0178	0.0053	regions
0.0543	0.1134	another
0.0073	0.027	connection
0.0575	0.0875	example
0.047	0.0418	given
0.0188	0.0119	mobile
0.1014	0.062	phone
0.0005	0.0003	smartphone
0.0617	0.0549	via
0.001	0.0027	bluetooth
0.1243	0.0985	through
0.0031	0.0033	protocols
0.0878	0.1629	should
0.0533	0.0656	possible
0.0679	0.0772	between
0.0042	0.0047	simultaneously
0.0209	0.0175	range
0.0491	0.049	small
0.0021	0.0077	bandwidth
0.0146	0.0095	compared
0.0005	0.0107	okay
0.0042	0.0036	realistic
0.0491	0.0341	share
0.0005	0.0024	neighbour
0.0146	0.0042	legally
0.0282	0.0605	lot
0.1191	0.0994	he
0.0491	0.0721	already
0.0005	0.0074	ethernet
0.094	0.089	both
0.0042	0.0056	suitable
0.0449	0.0864	works
0.0982	0.0347	low
0.046	0.0347	level
0.0031	0.0056	layer
0.0104	0.0347	unless
0.0334	0.0279	links
0.0052	0.0092	provider
0.0752	0.1914	using
0.0439	0.0297	technology
0.0005	0.0027	adsl
0.0005	0.0006	afaiu
0.0005	0.0006	bgp
0.2863	0.5383	t
0.0115	0.0125	tips
0.0251	0.0068	league
0.0167	0.0353	whatever
0.0679	0.0864	end
0.0005	0.0261	gnu
0.001	0.0033	preferably
0.0005	0.2804	debian
0.0125	0.0448	machine
0.0167	0.0139	internal
0.0982	0.1326	since
0.0199	0.0098	consumer
0.0005	0.0015	gateways
0.1338	0.2487	don
0.0005	0.003	wan
0.0094	0.0202	port
0.1097	0.1282	used
0.0303	0.0184	custom
0.001	0.0053	firmware
0.1546	0.0955	off
0.0146	0.0134	topic
0.0355	0.0685	regards
0.001	0.0101	andrei
0.1651	0.3421	there
0.0324	0.0306	cc
0.0857	0.0294	subscribed
0.2853	0.3463	list
0.0005	0.0056	offtopic
0.0031	0.0107	discussions
0.0355	0.0264	among
0.0418	0.1691	users
0.0031	0.0223	developers
0.2936	0.0855	spam
0.0763	0.0353	her
0.0251	0.0139	hour
0.0042	0.0001	rodeo
0.0115	0.0021	enhance
0.0272	0.008	desire
0.0104	0.003	pleasure
0.0376	0.0255	performance
0.0533	0.0095	guaranteed
0.046	0.016	increase
0.1118	0.0507	size
0.046	0.0243	width
0.1808	0.1056	best
0.1139	0.0297	price
0.001	0.0001	netf
0.1003	0.0825	f
0.1254	0.2573	m
0.001	0.0001	suddenlysusan
0.001	0.0001	stoolmail
0.0021	0.0001	zzn
0.1505	0.2214	com
0.0031	0.0264	tuesday
0.0345	0.0297	july
0.0125	0.0142	spend
0.0031	0.0006	upwards
0.0125	0.0181	dvd
0.0063	0.0012	burner
0.0627	0.054	show
0.0303	0.0202	alternative
0.0146	0.0104	exact
0.0052	0.0015	fraction
0.0794	0.0276	cost
0.092	0.043	copy
0.0825	0.1493	net
0.3197	0.1976	here
0.0261	0.0688	ie
0.1369	0.2228	mailing
0.0005	0.0015	memberships
0.0021	0.0053	reminder
0.1463	0.1246	sent
0.0543	0.0792	once
0.0836	0.0359	month
0.0575	0.022	includes
0.0251	0.0763	subscription
0.0408	0.0344	info
0.1045	0.0923	change
0.1839	0.3448	unsubscribe
0.1045	0.032	visit
0.0005	0.0033	urls
0.0251	0.0077	membership
0.0199	0.0246	status
0.0021	0.0255	configuration
0.1024	0.0499	including
0.0005	0.0015	unsubscribing
0.0063	0.0276	setting
0.001	0.0074	digest
0.0773	0.0285	style
0.0387	0.0113	delivery
0.0005	0.0042	disabling
0.001	0.003	altogether
0.0146	0.003	vacation
0.0324	0.0148	addition
0.0157	0.1151	url
0.0366	0.0329	changes
0.1191	0.0754	send
0.1787	0.1757	message
0.0366	0.2638	request
0.1755	0.0751	address
0.0005	0.0027	webdev
0.0157	0.0065	containing
0.0491	0.0226	body
0.0334	0.0187	instructions
0.0428	0.0843	problems
0.0125	0.0214	comments
0.046	0.1039	etc
0.0157	0.2932	listmaster
0.0005	0.0012	tuatha
0.1588	0.354	org
0.0387	0.1288	thanks
0.001	0.003	passwords
0.0188	0.0065	jm
0.0021	0.0039	jmason
0.0104	0.0136	password
0.0005	0.0027	foo
0.0104	0.065	apple
0.0005	0.0012	sauced
0.069	0.0843	again
0.0031	0.0196	gary
0.0021	0.0217	lawrence
0.001	0.016	murphy
0.0188	0.0727	question
0.024	0.0353	ask
0.0157	0.1101	doesn
0.0073	0.0484	seem
0.0115	0.0053	beautiful
0.0408	0.1694	think
0.0073	0.0056	shortly
0.0178	0.0116	discover
0.024	0.0528	reason
0.0418	0.0442	john
0.0073	0.0021	cage
0.0293	0.1585	problem
0.0982	0.0908	never
0.0084	0.0024	beauty
0.0104	0.0122	solve
0.0115	0.0059	finished
0.0282	0.0323	solution
0.0125	0.0596	wrong
0.1108	0.0733	r
0.0005	0.0009	buckminster
0.0021	0.0021	fuller
0.0042	0.0009	simplicity
0.0303	0.0083	highest
0.0125	0.0128	goal
0.0005	0.0003	achievable
0.0005	0.0024	overcome
0.0021	0.0009	difficulties
0.0005	0.0006	frederic
0.0005	0.0003	chopin
0.0005	0.0003	externalities
0.0825	0.0923	last
0.001	0.0015	refuge
0.0005	0.0003	dirigistes
0.001	0.0012	friedrich
0.0005	0.0006	hayek
0.0005	0.0104	hettinga
0.001	0.0083	bearer
0.0005	0.0083	underwriting
0.0355	0.0184	corporation
0.0005	0.0083	farquhar
0.0648	0.0255	street
0.0031	0.0128	boston
0.0115	0.0169	ma
0.0449	0.0208	usa
0.0005	0.0003	stoical
0.0052	0.0089	scheme
0.0031	0.0003	supplying
0.0125	0.0226	wants
0.0005	0.0003	lopping
0.0005	0.0009	desires
0.0115	0.0053	cutting
0.0094	0.0071	feet
0.001	0.0021	shoes
0.0052	0.0015	jonathan
0.0005	0.0012	swift
0.0094	0.0071	giant
0.0261	0.0134	mass
0.0658	0.0795	check
0.0005	0.0009	phew
0.0115	0.0077	claimed
0.0428	0.0306	learn
0.0005	0.0006	combinatorial
0.0031	0.0047	possibilities
0.0063	0.0255	certainly
0.1933	0.1335	c
0.0042	0.0223	thursday
0.0428	0.0389	august
0.023	0.146	pm
0.0042	0.0071	scott
0.0005	0.0018	crosby
0.0021	0.0463	thu
0.0104	0.0433	aug
0.0031	0.0095	craig
0.001	0.0062	hughes
0.0021	0.0516	writes
0.0094	0.0531	stuff
0.0084	0.0027	subtle
0.0136	0.0139	imagine
0.0104	0.0122	examples
0.0157	0.0318	happen
0.0005	0.0006	linearily
0.0005	0.0006	seperable
0.0951	0.1178	those
0.0125	0.016	gave
0.0366	0.0531	cannot
0.1515	0.0407	below
0.0021	0.0549	rpm
0.0366	0.0908	post
0.0005	0.0003	postun
0.0219	0.065	tried
0.0021	0.0024	rebuilding
0.0209	0.0733	package
0.232	0.2849	has
0.0345	0.0187	stock
0.0005	0.0003	rpmmacros
0.0178	0.1338	file
0.0721	0.1478	still
0.0313	0.0454	build
0.0021	0.0846	install
0.0005	0.0053	uninstall
0.0418	0.0181	intended
0.0021	0.0475	tue
0.0005	0.0009	torsten
0.0005	0.0006	bronger
0.0005	0.0006	halloechen
0.0209	0.0231	moment
0.0355	0.0418	create
0.0005	0.0074	adds
0.0282	0.0837	files
0.0005	0.0006	tetex
0.0005	0.0003	texmf
0.0021	0.0128	tree
0.024	0.0163	therefore
0.0104	0.0098	defined
0.0005	0.0003	texhash
0.024	0.0205	calls
0.0063	0.0131	exists
0.0005	0.0119	spec
0.0021	0.0036	costly
0.0136	0.011	operation
0.0042	0.0042	nevertheless
0.0157	0.0353	worth
0.0157	0.0282	particular
0.0073	0.0748	installed
0.0251	0.0255	together
0.1212	0.1169	many
0.0219	0.0163	pre
0.0021	0.0036	skipped
0.0005	0.0003	omnipotent
0.0042	0.0279	script
0.0209	0.0294	updates
0.0021	0.0045	tex
0.0345	0.0291	database
0.0005	0.0006	tschoe
0.0063	0.0255	chris
0.0005	0.0015	kloiber
0.0366	0.1828	_______________________________________________
0.0021	0.0148	fwd
0.0005	0.0588	kde
0.0005	0.0074	lisi
0.0104	0.0252	otherwise
0.0005	0.0178	dotan
0.0355	0.0223	sending
0.0773	0.0866	long
0.0005	0.0027	rude
0.0005	0.0003	unpleasan
0.0825	0.0175	emails
0.0564	0.0142	direct
0.001	0.0003	unpleasant
0.0084	0.0101	ahead
0.0376	0.046	everything
0.0543	0.1671	ve
0.0658	0.0555	ever
0.0219	0.0131	mails
0.0094	0.0042	demands
0.0005	0.0006	warranted
0.0125	0.0047	filled
0.001	0.0255	broken
0.0005	0.0258	bugs
0.0031	0.0021	subjects
0.001	0.0018	mistaken
0.0711	0.119	ll
0.0199	0.0119	benefit
0.0104	0.0151	doubt
0.0084	0.005	publish
0.0005	0.0033	complaining
0.047	0.0496	above
0.0324	0.0629	getting
0.0073	0.0211	correctly
0.14	0.0516	state
0.0115	0.0042	li
0.0063	0.0062	si
0.0005	0.0003	shreef
0.0397	0.0297	according
0.1097	0.0267	policy
0.0324	0.0157	subscribe
0.0005	0.0003	thr
0.0005	0.0009	ead
0.0084	0.0374	perhaps
0.0805	0.0973	read
0.0063	0.0036	las
0.0005	0.0036	complaint
0.0261	0.0534	messages
0.024	0.0501	exactly
0.0261	0.0516	hard
0.0021	0.0077	identify
0.0073	0.0062	dynamic
0.0219	0.0113	nature
0.0063	0.0036	crime
0.0094	0.0125	clearly
0.0543	0.0282	feel
0.0005	0.0009	subj
0.0005	0.0003	ected
0.0005	0.0003	bullying
0.0084	0.0033	intend
0.0125	0.0496	issues
0.0052	0.0359	fix
0.0094	0.0113	appreciate
0.0188	0.0237	expect
0.023	0.0279	turn
0.0805	0.0668	around
0.0005	0.0021	contributors
0.024	0.0258	taking
0.0784	0.0231	interest
0.1139	0.1356	people
0.001	0.0205	cohen
0.0481	0.2855	user
0.0606	0.3653	lists
0.116	0.3273	subject
0.0345	0.2573	trouble
0.1108	0.2846	contact
0.0073	0.2519	archive
0.0005	0.0065	picked
0.001	0.0077	patches
0.0115	0.0089	submit
0.0005	0.0154	cvs
0.0219	0.0113	eventually
0.001	0.0071	fixing
0.3386	0.1374	please
0.0627	0.0647	let
0.0005	0.0092	fixes
0.0063	0.0365	mark
0.0021	0.0006	scarborough
0.0063	0.0024	tg
0.0005	0.0003	sema
0.0146	0.0136	se
0.0005	0.0003	mscar
0.0073	0.011	biggest
0.0005	0.0006	_always_
0.001	0.0042	render
0.0324	0.0246	speed
0.0094	0.0703	didn
0.001	0.0003	porno
0.0397	0.0448	away
0.0084	0.0448	option
0.094	0.0318	view
0.0961	0.0644	part
0.0052	0.0053	netscape
0.0606	0.0534	times
0.0146	0.0122	featured
0.0031	0.003	viewer
0.0063	0.0083	determine
0.0596	0.0148	risk
0.0005	0.0246	exmh
0.0005	0.0012	tossed
0.0005	0.0237	config
0.0005	0.0009	uri
0.0005	0.0003	deferdisplaysinline
0.0334	0.051	makes
0.0094	0.03	sense
0.0564	0.0772	always
0.0005	0.0409	anyway
0.0005	0.0015	defer
0.0136	0.0151	selected
0.0104	0.0264	display
0.0021	0.0128	checking
0.0418	0.0472	box
0.0115	0.019	button
0.0031	0.0142	menu
0.0005	0.0018	tomas
0.0721	0.0309	thank
0.0104	0.0252	thinking
0.0073	0.0039	expressed
0.0094	0.0309	couple
0.0005	0.0003	coloring
0.001	0.0033	highlighting
0.0293	0.0389	haven
0.0005	0.0006	characterize
0.0439	0.0228	care
0.0021	0.0104	functionality
0.0261	0.0315	everyone
0.0261	0.0279	choose
0.0073	0.0089	engine
0.0052	0.0136	external
0.0199	0.03	browser
0.0909	0.0496	per
0.0199	0.0145	basis
0.0005	0.0412	redhat
0.0031	0.0071	brent
0.001	0.0062	welch
0.0021	0.0062	architect
0.0005	0.0045	panasas
0.0982	0.0525	inc
0.001	0.005	pioneering
0.1358	0.1071	world
0.0005	0.0068	scalable
0.0021	0.0045	agile
0.0084	0.0163	storage
0.0408	0.0356	www
0.0522	0.0202	enter
0.2571	0.0258	hibody
0.0825	0.0825	o
0.0209	0.0062	italy
0.0084	0.0062	killing
0.0104	0.0042	nine
0.001	0.0001	injuring
0.0042	0.0021	dozens
0.0481	0.0125	european
0.0094	0.0045	settlement
0.0052	0.0033	theme
0.0303	0.0062	australian
0.0313	0.0104	art
0.0084	0.0009	landscape
0.0063	0.0018	albert
0.001	0.0001	namatjira
0.0042	0.0018	arthur
0.001	0.0001	streeton
0.0188	0.0145	associated
0.001	0.0001	heidelberg
0.046	0.0226	school
0.001	0.0214	boyd
0.0021	0.0001	intergenerational
0.0136	0.0033	equity
0.001	0.0001	irreversibility
0.0209	0.0021	environmental
0.001	0.0018	uncertainty
0.0491	0.0172	term
0.001	0.0009	outcomes
0.001	0.0021	sustainable
0.0376	0.0338	development
0.0313	0.0122	guide
0.0031	0.0009	ecological
0.0439	0.0098	economic
0.0115	0.0095	analysis
0.0031	0.0001	valuation
0.0261	0.0045	lake
0.001	0.0001	issyk
0.001	0.0001	kul
0.069	0.0151	north
0.0282	0.0039	eastern
0.001	0.0001	tian
0.001	0.0001	shan
0.0387	0.0175	largest
0.001	0.0003	kyrgyzstan
0.0711	0.0516	second
0.0199	0.0047	mountain
0.001	0.0001	titicaca
0.0084	0.0018	fifth
0.024	0.0154	final
0.0094	0.0065	category
0.0063	0.0065	importance
0.001	0.0021	caring
0.001	0.0009	oneself
0.0282	0.0261	thus
0.0585	0.0196	act
0.024	0.0119	poor
0.0031	0.0009	precision
0.001	0.0012	asteroids
0.0146	0.0015	estimated
0.0042	0.0113	somewhat
0.092	0.0605	less
0.0084	0.0042	massive
0.001	0.0021	psyche
0.001	0.0001	juno
0.0021	0.0003	eunomia
0.001	0.0001	marsh
0.0073	0.0009	rice
0.0042	0.0039	rat
0.0449	0.0148	active
0.0857	0.0475	during
0.0219	0.016	night
0.0021	0.0039	builds
0.0021	0.0006	nests
0.001	0.0003	sedge
0.0031	0.0018	grass
0.0084	0.005	occasionally
0.001	0.0001	runways
0.0366	0.0148	loss
0.0115	0.0027	ratio
0.0052	0.0018	calculated
0.0031	0.0006	dividing
0.0334	0.0181	amount
0.0084	0.0018	losses
0.0021	0.0003	adjustment
0.0136	0.0042	expenses
0.0073	0.0024	earned
0.0167	0.0036	premium
0.0261	0.0074	placed
0.0428	0.038	various
0.0021	0.0003	intervals
0.0512	0.03	along
0.0063	0.0086	route
0.0115	0.0024	railway
0.0021	0.0024	controlling
0.0063	0.0077	specified
0.0031	0.0039	sections
0.0021	0.0012	fisher
0.0397	0.0139	z
0.0021	0.0001	hernandez
0.0031	0.0006	prada
0.0063	0.0018	ja
0.0084	0.0021	tu
0.001	0.0001	duda
0.001	0.0001	yoshioka
0.0794	0.0365	h
0.001	0.0001	govindasamy
0.093	0.0579	l
0.001	0.0003	silverman
0.0031	0.0009	dn
0.001	0.0003	mckenna
0.0042	0.0009	presidents
0.0094	0.0033	poland
0.0679	0.0706	non
0.0115	0.0018	presidential
0.0136	0.0045	heads
0.0031	0.0012	grace
0.001	0.0003	disliked
0.0293	0.0228	rest
0.0209	0.0059	season
0.0721	0.0528	until
0.0021	0.0003	finale
0.0052	0.0083	showed
0.1212	0.0822	his
0.0031	0.0001	humane
0.0658	0.0211	face
0.0063	0.0021	invited
0.0502	0.0368	him
0.001	0.0009	dine
0.001	0.0001	anelli
0.0021	0.0003	melissa
0.001	0.0001	noe
0.0021	0.0039	sue
0.001	0.0001	upton
0.0313	0.0276	april
0.0982	0.0329	government
0.0042	0.0012	morocco
0.0084	0.011	suggested
0.0052	0.0018	governing
0.0042	0.0036	entity
0.0261	0.0039	royal
0.0063	0.005	advisory
0.0345	0.0059	council
0.001	0.0001	saharan
0.0167	0.0042	affairs
0.001	0.0001	corcas
0.001	0.0009	govern
0.023	0.005	territory
0.0261	0.005	degree
0.0021	0.0012	autonomy
0.0355	0.0113	western
0.0021	0.0003	sahara
0.0021	0.0001	hansen
0.0199	0.0092	tm
0.001	0.0001	baranov
0.0031	0.0012	pv
0.001	0.0001	ivanov
0.0031	0.0211	ip
0.001	0.0001	gesteland
0.0042	0.0015	rf
0.0031	0.0001	atkins
0.0021	0.0015	jf
0.0366	0.008	january
0.0449	0.0178	six
0.0136	0.0042	colonies
0.0575	0.0184	became
0.0125	0.0018	federation
0.0115	0.0015	commonwealth
0.0251	0.0071	australia
0.0188	0.005	formed
0.0334	0.0226	space
0.0073	0.0021	shuttle
0.0711	0.0507	program
0.0052	0.0024	retired
0.0052	0.0021	nasa
0.0219	0.0128	discovered
0.1338	0.1214	were
0.0136	0.005	assigned
0.0031	0.0021	symbols
0.0157	0.0258	ones
0.0073	0.0033	traditionally
0.001	0.0003	designate
0.024	0.0113	earth
0.0031	0.0045	moon
0.0042	0.0012	planets
0.001	0.0001	chalidze
0.0021	0.0003	macarthur
0.0052	0.0042	fellow
0.0951	0.0202	international
0.0313	0.0193	human
0.1641	0.0602	rights
0.0052	0.0018	judicial
0.0052	0.0053	supreme
0.0021	0.0001	tribunal
0.0094	0.0053	justice
0.001	0.0001	supremo
0.0554	0.0377	de
0.001	0.0001	justicia
0.0199	0.0163	whose
0.0021	0.0001	magistrates
0.0178	0.0036	elected
0.024	0.005	parliament
0.0073	0.0009	twelve
0.1097	0.0644	year
0.046	0.0234	university
0.1348	0.0881	home
0.0031	0.0015	colleges
0.0073	0.003	graduate
0.0052	0.0018	undergraduate
0.0261	0.0128	master
0.001	0.0001	doctoral
0.047	0.0228	four
0.0982	0.0267	professional
0.0073	0.0033	victoria
0.0397	0.0056	county
0.0585	0.0226	history
0.0021	0.0006	wiltshire
